Date,Genre,artist,lastPos,peakPos,rank,title,weeks
2016-11-06,youtube,TWICE,0.0,7.0,7.0,TT,1.0
2016-11-06,youtube,Shawn Mendes,8.0,7.0,8.0,Treat You Better,50.0
2016-11-06,youtube,Carlos Vives & Shakira,7.0,6.0,9.0,La Bicicleta,31.0
2016-11-06,youtube,twenty one pilots,16.0,5.0,10.0,Heathens,21.0
2016-11-06,youtube,Major Lazer Featuring Justin Bieber & MO,9.0,2.0,11.0,Cold Water,20.0
2016-11-06,youtube,Fifth Harmony Featuring Ty Dolla $ign,11.0,1.0,12.0,Work From Home,46.0
2016-11-06,youtube,"Maluma Featuring Bryant Myers, Noriel & Juhn",18.0,6.0,13.0,Cuatro Babys,20.0
2016-11-06,youtube,Pentatonix,0.0,14.0,14.0,Hallelujah,1.0
2016-11-06,youtube,Justin Bieber,13.0,1.0,15.0,Sorry,76.0
2016-11-06,youtube,Bruno Mars,14.0,8.0,16.0,24K Magic,24.0
2016-11-06,youtube,Little Mix,0.0,17.0,17.0,Shout Out To My Ex,1.0
2016-11-06,youtube,Sia Featuring Kendrick Lamar,19.0,5.0,18.0,The Greatest,13.0
2016-11-06,youtube,Wiz Khalifa Featuring Charlie Puth,17.0,1.0,19.0,See You Again,118.0
2016-11-06,youtube,DJ Snake Featuring Justin Bieber,15.0,13.0,20.0,Let Me Love You,19.0
2016-11-06,youtube,Chino & Nacho Featuring Daddy Yankee,12.0,6.0,21.0,Andas En Mi Cabeza,36.0
2016-11-06,youtube,PIKOTARO,10.0,2.0,22.0,PPAP (Pen-Pineapple-Apple-Pen),5.0
2016-11-06,youtube,Ricky Martin Featuring Maluma,20.0,5.0,23.0,Vente Pa' Ca,41.0
2016-11-06,youtube,Zion & Lennox Featuring J Balvin,21.0,12.0,24.0,Otra Vez,20.0
2016-11-06,youtube,Farruko Featuring Ky-Mani Marley,22.0,20.0,25.0,Chillax,13.0
2016-11-13,youtube,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,45.0
2016-11-13,youtube,Ariana Grande Featuring Nicki Minaj,3.0,2.0,2.0,Side To Side,23.0
2016-11-13,youtube,Daddy Yankee,2.0,2.0,3.0,Shaky Shaky,30.0
2016-11-13,youtube,Calvin Harris Featuring Rihanna,4.0,1.0,4.0,This Is What You Came For,45.0
2016-11-13,youtube,The Weeknd Featuring Daft Punk,5.0,3.0,5.0,Starboy,35.0
2016-11-13,youtube,Carlos Vives & Shakira,9.0,6.0,6.0,La Bicicleta,31.0
2016-11-13,youtube,Charlie Puth Featuring Selena Gomez,6.0,5.0,7.0,We Don't Talk Anymore,56.0
2016-11-13,youtube,Shawn Mendes,8.0,7.0,8.0,Treat You Better,50.0
2016-11-13,youtube,"Maluma Featuring Bryant Myers, Noriel & Juhn",13.0,6.0,9.0,Cuatro Babys,20.0
2016-11-13,youtube,twenty one pilots,10.0,5.0,10.0,Heathens,21.0
2016-11-13,youtube,Major Lazer Featuring Justin Bieber & MO,11.0,2.0,11.0,Cold Water,20.0
2016-11-13,youtube,Ricky Martin Featuring Maluma,23.0,5.0,12.0,Vente Pa' Ca,41.0
2016-11-13,youtube,Bruno Mars,16.0,8.0,13.0,24K Magic,24.0
2016-11-13,youtube,Fifth Harmony Featuring Ty Dolla $ign,12.0,1.0,14.0,Work From Home,46.0
2016-11-13,youtube,Justin Bieber,15.0,1.0,15.0,Sorry,76.0
2016-11-13,youtube,Sia Featuring Kendrick Lamar,18.0,5.0,16.0,The Greatest,13.0
2016-11-13,youtube,Chino & Nacho Featuring Daddy Yankee,21.0,6.0,17.0,Andas En Mi Cabeza,36.0
2016-11-13,youtube,Wiz Khalifa Featuring Charlie Puth,19.0,1.0,18.0,See You Again,118.0
2016-11-13,youtube,DJ Snake Featuring Justin Bieber,20.0,13.0,19.0,Let Me Love You,19.0
2016-11-13,youtube,Zion & Lennox Featuring J Balvin,24.0,12.0,20.0,Otra Vez,20.0
2016-11-13,youtube,Farruko Featuring Ky-Mani Marley,25.0,20.0,21.0,Chillax,13.0
2016-11-13,youtube,"J Balvin Featuring Pharrell Williams, BIA & Sky",0.0,13.0,22.0,Safari,16.0
2016-11-13,youtube,PIKOTARO,22.0,2.0,23.0,PPAP (Pen-Pineapple-Apple-Pen),5.0
2016-11-13,youtube,The Chainsmokers Featuring Daya,0.0,5.0,24.0,Don't Let Me Down,17.0
2016-11-13,youtube,Mark Ronson Featuring Bruno Mars,0.0,1.0,25.0,Uptown Funk!,96.0
2016-11-20,youtube,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,45.0
2016-11-20,youtube,Ariana Grande Featuring Nicki Minaj,2.0,2.0,2.0,Side To Side,23.0
2016-11-20,youtube,Daddy Yankee,3.0,2.0,3.0,Shaky Shaky,30.0
2016-11-20,youtube,The Weeknd Featuring Daft Punk,5.0,3.0,4.0,Starboy,35.0
2016-11-20,youtube,Calvin Harris Featuring Rihanna,4.0,1.0,5.0,This Is What You Came For,45.0
2016-11-20,youtube,Charlie Puth Featuring Selena Gomez,7.0,5.0,6.0,We Don't Talk Anymore,56.0
2016-11-20,youtube,Shawn Mendes,8.0,7.0,7.0,Treat You Better,50.0
2016-11-20,youtube,"Maluma Featuring Bryant Myers, Noriel & Juhn",9.0,6.0,8.0,Cuatro Babys,20.0
2016-11-20,youtube,Carlos Vives & Shakira,6.0,6.0,9.0,La Bicicleta,31.0
2016-11-20,youtube,twenty one pilots,10.0,5.0,10.0,Heathens,21.0
2016-11-20,youtube,Major Lazer Featuring Justin Bieber & MO,11.0,2.0,11.0,Cold Water,20.0
2016-11-20,youtube,Rae Sremmurd Featuring Gucci Mane,0.0,3.0,12.0,Black Beatles,10.0
2016-11-20,youtube,Ricky Martin Featuring Maluma,12.0,5.0,13.0,Vente Pa' Ca,41.0
2016-11-20,youtube,Bruno Mars,13.0,8.0,14.0,24K Magic,24.0
2016-11-20,youtube,Fifth Harmony Featuring Ty Dolla $ign,14.0,1.0,15.0,Work From Home,46.0
2016-11-20,youtube,Justin Bieber,15.0,1.0,16.0,Sorry,76.0
2016-11-20,youtube,Zion & Lennox Featuring J Balvin,20.0,12.0,17.0,Otra Vez,20.0
2016-11-20,youtube,Chino & Nacho Featuring Daddy Yankee,17.0,6.0,18.0,Andas En Mi Cabeza,36.0
2016-11-20,youtube,Sia Featuring Kendrick Lamar,16.0,5.0,19.0,The Greatest,13.0
2016-11-20,youtube,Farruko Featuring Ky-Mani Marley,21.0,20.0,20.0,Chillax,13.0
2016-11-20,youtube,DJ Snake Featuring Justin Bieber,19.0,13.0,21.0,Let Me Love You,19.0
2016-11-20,youtube,Wiz Khalifa Featuring Charlie Puth,18.0,1.0,22.0,See You Again,118.0
2016-11-20,youtube,"J Balvin Featuring Pharrell Williams, BIA & Sky",22.0,13.0,23.0,Safari,16.0
2016-11-20,youtube,The Chainsmokers Featuring Daya,24.0,5.0,24.0,Don't Let Me Down,17.0
2016-11-20,youtube,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,0.0,17.0,25.0,Sin Contrato,30.0
2016-11-27,youtube,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,45.0
2016-11-27,youtube,Ariana Grande Featuring Nicki Minaj,2.0,2.0,2.0,Side To Side,23.0
2016-11-27,youtube,Daddy Yankee,3.0,2.0,3.0,Shaky Shaky,30.0
2016-11-27,youtube,The Weeknd Featuring Daft Punk,4.0,3.0,4.0,Starboy,35.0
2016-11-27,youtube,Rae Sremmurd Featuring Gucci Mane,12.0,3.0,5.0,Black Beatles,10.0
2016-11-27,youtube,Calvin Harris Featuring Rihanna,5.0,1.0,6.0,This Is What You Came For,45.0
2016-11-27,youtube,Charlie Puth Featuring Selena Gomez,6.0,5.0,7.0,We Don't Talk Anymore,56.0
2016-11-27,youtube,Carlos Vives & Shakira,9.0,6.0,8.0,La Bicicleta,31.0
2016-11-27,youtube,"Maluma Featuring Bryant Myers, Noriel & Juhn",8.0,6.0,9.0,Cuatro Babys,20.0
2016-11-27,youtube,Shawn Mendes,7.0,7.0,10.0,Treat You Better,50.0
2016-11-27,youtube,Ricky Martin Featuring Maluma,13.0,5.0,11.0,Vente Pa' Ca,41.0
2016-11-27,youtube,twenty one pilots,10.0,5.0,12.0,Heathens,21.0
2016-11-27,youtube,Bruno Mars,14.0,8.0,13.0,24K Magic,24.0
2016-11-27,youtube,Major Lazer Featuring Justin Bieber & MO,11.0,2.0,14.0,Cold Water,20.0
2016-11-27,youtube,Justin Bieber,16.0,1.0,15.0,Sorry,76.0
2016-11-27,youtube,Zion & Lennox Featuring J Balvin,17.0,12.0,16.0,Otra Vez,20.0
2016-11-27,youtube,Fifth Harmony Featuring Ty Dolla $ign,15.0,1.0,17.0,Work From Home,46.0
2016-11-27,youtube,Chino & Nacho Featuring Daddy Yankee,18.0,6.0,18.0,Andas En Mi Cabeza,36.0
2016-11-27,youtube,"J Balvin Featuring Pharrell Williams, BIA & Sky",23.0,13.0,19.0,Safari,16.0
2016-11-27,youtube,Farruko Featuring Ky-Mani Marley,20.0,20.0,20.0,Chillax,13.0
2016-11-27,youtube,Wiz Khalifa Featuring Charlie Puth,22.0,1.0,21.0,See You Again,118.0
2016-11-27,youtube,Sia Featuring Kendrick Lamar,19.0,5.0,22.0,The Greatest,13.0
2016-11-27,youtube,DJ Snake Featuring Justin Bieber,21.0,13.0,23.0,Let Me Love You,19.0
2016-11-27,youtube,Mark Ronson Featuring Bruno Mars,0.0,1.0,24.0,Uptown Funk!,96.0
2016-11-27,youtube,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,25.0,17.0,25.0,Sin Contrato,30.0
2016-12-04,youtube,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,45.0
2016-12-04,youtube,Ariana Grande Featuring Nicki Minaj,2.0,2.0,2.0,Side To Side,23.0
2016-12-04,youtube,Rae Sremmurd Featuring Gucci Mane,5.0,3.0,3.0,Black Beatles,10.0
2016-12-04,youtube,The Weeknd Featuring Daft Punk,4.0,3.0,4.0,Starboy,35.0
2016-12-04,youtube,Daddy Yankee,3.0,2.0,5.0,Shaky Shaky,30.0
2016-12-04,youtube,Charlie Puth Featuring Selena Gomez,7.0,5.0,6.0,We Don't Talk Anymore,56.0
2016-12-04,youtube,Calvin Harris Featuring Rihanna,6.0,1.0,7.0,This Is What You Came For,45.0
2016-12-04,youtube,Carlos Vives & Shakira,8.0,6.0,8.0,La Bicicleta,31.0
2016-12-04,youtube,"Maluma Featuring Bryant Myers, Noriel & Juhn",9.0,6.0,9.0,Cuatro Babys,20.0
2016-12-04,youtube,Shawn Mendes,10.0,7.0,10.0,Treat You Better,50.0
2016-12-04,youtube,Shakira Featuring Maluma,0.0,1.0,11.0,Chantaje,44.0
2016-12-04,youtube,Ricky Martin Featuring Maluma,11.0,5.0,12.0,Vente Pa' Ca,41.0
2016-12-04,youtube,Bruno Mars,13.0,8.0,13.0,24K Magic,24.0
2016-12-04,youtube,Zion & Lennox Featuring J Balvin,16.0,12.0,14.0,Otra Vez,20.0
2016-12-04,youtube,twenty one pilots,12.0,5.0,15.0,Heathens,21.0
2016-12-04,youtube,Justin Bieber,15.0,1.0,16.0,Sorry,76.0
2016-12-04,youtube,Major Lazer Featuring Justin Bieber & MO,14.0,2.0,17.0,Cold Water,20.0
2016-12-04,youtube,"J Balvin Featuring Pharrell Williams, BIA & Sky",19.0,13.0,18.0,Safari,16.0
2016-12-04,youtube,Fifth Harmony Featuring Ty Dolla $ign,17.0,1.0,19.0,Work From Home,46.0
2016-12-04,youtube,Chino & Nacho Featuring Daddy Yankee,18.0,6.0,20.0,Andas En Mi Cabeza,36.0
2016-12-04,youtube,Farruko Featuring Ky-Mani Marley,20.0,20.0,21.0,Chillax,13.0
2016-12-04,youtube,Wiz Khalifa Featuring Charlie Puth,21.0,1.0,22.0,See You Again,118.0
2016-12-04,youtube,Mark Ronson Featuring Bruno Mars,24.0,1.0,23.0,Uptown Funk!,96.0
2016-12-04,youtube,DJ Snake Featuring Justin Bieber,23.0,13.0,24.0,Let Me Love You,19.0
2016-12-04,youtube,Sia Featuring Kendrick Lamar,22.0,5.0,25.0,The Greatest,13.0
2016-12-11,youtube,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,45.0
2016-12-11,youtube,Shakira Featuring Maluma,11.0,1.0,2.0,Chantaje,44.0
2016-12-11,youtube,Ariana Grande Featuring Nicki Minaj,2.0,2.0,3.0,Side To Side,23.0
2016-12-11,youtube,Rae Sremmurd Featuring Gucci Mane,3.0,3.0,4.0,Black Beatles,10.0
2016-12-11,youtube,The Weeknd Featuring Daft Punk,4.0,3.0,5.0,Starboy,35.0
2016-12-11,youtube,Daddy Yankee,5.0,2.0,6.0,Shaky Shaky,30.0
2016-12-11,youtube,Charlie Puth Featuring Selena Gomez,6.0,5.0,7.0,We Don't Talk Anymore,56.0
2016-12-11,youtube,Ricky Martin Featuring Maluma,12.0,5.0,8.0,Vente Pa' Ca,41.0
2016-12-11,youtube,Carlos Vives & Shakira,8.0,6.0,9.0,La Bicicleta,31.0
2016-12-11,youtube,Calvin Harris Featuring Rihanna,7.0,1.0,10.0,This Is What You Came For,45.0
2016-12-11,youtube,"Maluma Featuring Bryant Myers, Noriel & Juhn",9.0,6.0,11.0,Cuatro Babys,20.0
2016-12-11,youtube,Shawn Mendes,10.0,7.0,12.0,Treat You Better,50.0
2016-12-11,youtube,Bruno Mars,13.0,8.0,13.0,24K Magic,24.0
2016-12-11,youtube,"J Balvin Featuring Pharrell Williams, BIA & Sky",18.0,13.0,14.0,Safari,16.0
2016-12-11,youtube,Zion & Lennox Featuring J Balvin,14.0,12.0,15.0,Otra Vez,20.0
2016-12-11,youtube,Justin Bieber,16.0,1.0,16.0,Sorry,76.0
2016-12-11,youtube,twenty one pilots,15.0,5.0,17.0,Heathens,21.0
2016-12-11,youtube,Major Lazer Featuring Justin Bieber & MO,17.0,2.0,18.0,Cold Water,20.0
2016-12-11,youtube,Chino & Nacho Featuring Daddy Yankee,20.0,6.0,19.0,Andas En Mi Cabeza,36.0
2016-12-11,youtube,Fifth Harmony Featuring Ty Dolla $ign,19.0,1.0,20.0,Work From Home,46.0
2016-12-11,youtube,Wiz Khalifa Featuring Charlie Puth,22.0,1.0,21.0,See You Again,118.0
2016-12-11,youtube,Farruko Featuring Ky-Mani Marley,21.0,20.0,22.0,Chillax,13.0
2016-12-11,youtube,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,0.0,17.0,23.0,Sin Contrato,30.0
2016-12-11,youtube,Mark Ronson Featuring Bruno Mars,23.0,1.0,24.0,Uptown Funk!,96.0
2016-12-11,youtube,Sia Featuring Kendrick Lamar,25.0,5.0,25.0,The Greatest,13.0
2016-12-18,youtube,Shakira Featuring Maluma,2.0,1.0,1.0,Chantaje,44.0
2016-12-18,youtube,The Chainsmokers Featuring Halsey,1.0,1.0,2.0,Closer,45.0
2016-12-18,youtube,Ariana Grande Featuring Nicki Minaj,3.0,2.0,3.0,Side To Side,23.0
2016-12-18,youtube,The Weeknd Featuring Daft Punk,5.0,3.0,4.0,Starboy,35.0
2016-12-18,youtube,Rae Sremmurd Featuring Gucci Mane,4.0,3.0,5.0,Black Beatles,10.0
2016-12-18,youtube,"Maluma Featuring Bryant Myers, Noriel & Juhn",11.0,6.0,6.0,Cuatro Babys,20.0
2016-12-18,youtube,Daddy Yankee,6.0,2.0,7.0,Shaky Shaky,30.0
2016-12-18,youtube,Ricky Martin Featuring Maluma,8.0,5.0,8.0,Vente Pa' Ca,41.0
2016-12-18,youtube,Calvin Harris Featuring Rihanna,10.0,1.0,9.0,This Is What You Came For,45.0
2016-12-18,youtube,Shawn Mendes,12.0,7.0,10.0,Treat You Better,50.0
2016-12-18,youtube,Carlos Vives & Shakira,9.0,6.0,11.0,La Bicicleta,31.0
2016-12-18,youtube,Charlie Puth Featuring Selena Gomez,7.0,5.0,12.0,We Don't Talk Anymore,56.0
2016-12-18,youtube,Bruno Mars,13.0,8.0,13.0,24K Magic,24.0
2016-12-18,youtube,"J Balvin Featuring Pharrell Williams, BIA & Sky",14.0,13.0,14.0,Safari,16.0
2016-12-18,youtube,Zion & Lennox Featuring J Balvin,15.0,12.0,15.0,Otra Vez,20.0
2016-12-18,youtube,Justin Bieber,16.0,1.0,16.0,Sorry,76.0
2016-12-18,youtube,Fifth Harmony Featuring Ty Dolla $ign,20.0,1.0,17.0,Work From Home,46.0
2016-12-18,youtube,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,23.0,17.0,18.0,Sin Contrato,30.0
2016-12-18,youtube,twenty one pilots,17.0,5.0,19.0,Heathens,21.0
2016-12-18,youtube,Wiz Khalifa Featuring Charlie Puth,21.0,1.0,20.0,See You Again,118.0
2016-12-18,youtube,Farruko Featuring Ky-Mani Marley,22.0,20.0,21.0,Chillax,13.0
2016-12-18,youtube,Chino & Nacho Featuring Daddy Yankee,19.0,6.0,22.0,Andas En Mi Cabeza,36.0
2016-12-18,youtube,Major Lazer Featuring Justin Bieber & MO,18.0,2.0,23.0,Cold Water,20.0
2016-12-18,youtube,Mark Ronson Featuring Bruno Mars,24.0,1.0,24.0,Uptown Funk!,96.0
2016-12-18,youtube,DJ Snake Featuring Justin Bieber,0.0,13.0,25.0,Let Me Love You,19.0
2016-12-25,youtube,Shakira Featuring Maluma,1.0,1.0,1.0,Chantaje,44.0
2016-12-25,youtube,The Chainsmokers Featuring Halsey,2.0,1.0,2.0,Closer,45.0
2016-12-25,youtube,The Weeknd Featuring Daft Punk,4.0,3.0,3.0,Starboy,35.0
2016-12-25,youtube,Ariana Grande Featuring Nicki Minaj,3.0,2.0,4.0,Side To Side,23.0
2016-12-25,youtube,Ricky Martin Featuring Maluma,8.0,5.0,5.0,Vente Pa' Ca,41.0
2016-12-25,youtube,"Maluma Featuring Bryant Myers, Noriel & Juhn",6.0,6.0,6.0,Cuatro Babys,20.0
2016-12-25,youtube,Daddy Yankee,7.0,2.0,7.0,Shaky Shaky,30.0
2016-12-25,youtube,Rae Sremmurd Featuring Gucci Mane,5.0,3.0,8.0,Black Beatles,10.0
2016-12-25,youtube,Bruno Mars,13.0,8.0,9.0,24K Magic,24.0
2016-12-25,youtube,Calvin Harris Featuring Rihanna,9.0,1.0,10.0,This Is What You Came For,45.0
2016-12-25,youtube,Shawn Mendes,10.0,7.0,11.0,Treat You Better,50.0
2016-12-25,youtube,Carlos Vives & Shakira,11.0,6.0,12.0,La Bicicleta,31.0
2016-12-25,youtube,Charlie Puth Featuring Selena Gomez,12.0,5.0,13.0,We Don't Talk Anymore,56.0
2016-12-25,youtube,"J Balvin Featuring Pharrell Williams, BIA & Sky",14.0,13.0,14.0,Safari,16.0
2016-12-25,youtube,Zion & Lennox Featuring J Balvin,15.0,12.0,15.0,Otra Vez,20.0
2016-12-25,youtube,Justin Bieber,16.0,1.0,16.0,Sorry,76.0
2016-12-25,youtube,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,18.0,17.0,17.0,Sin Contrato,30.0
2016-12-25,youtube,Fifth Harmony Featuring Ty Dolla $ign,17.0,1.0,18.0,Work From Home,46.0
2016-12-25,youtube,DJ Snake Featuring Justin Bieber,25.0,13.0,19.0,Let Me Love You,19.0
2016-12-25,youtube,Wiz Khalifa Featuring Charlie Puth,20.0,1.0,20.0,See You Again,118.0
2016-12-25,youtube,Clean Bandit Featuring Sean Paul & Anne-Marie,0.0,3.0,21.0,Rockabye,41.0
2016-12-25,youtube,Mark Ronson Featuring Bruno Mars,24.0,1.0,22.0,Uptown Funk!,96.0
2016-12-25,youtube,twenty one pilots,19.0,5.0,23.0,Heathens,21.0
2016-12-25,youtube,Farruko Featuring Ky-Mani Marley,21.0,20.0,24.0,Chillax,13.0
2016-12-25,youtube,Chino & Nacho Featuring Daddy Yankee,22.0,6.0,25.0,Andas En Mi Cabeza,36.0
2017-01-01,youtube,Shakira Featuring Maluma,1.0,1.0,1.0,Chantaje,44.0
2017-01-01,youtube,The Chainsmokers Featuring Halsey,2.0,1.0,2.0,Closer,45.0
2017-01-01,youtube,The Weeknd Featuring Daft Punk,3.0,3.0,3.0,Starboy,35.0
2017-01-01,youtube,Ariana Grande Featuring Nicki Minaj,4.0,2.0,4.0,Side To Side,23.0
2017-01-01,youtube,Daddy Yankee,7.0,2.0,5.0,Shaky Shaky,30.0
2017-01-01,youtube,Ricky Martin Featuring Maluma,5.0,5.0,6.0,Vente Pa' Ca,41.0
2017-01-01,youtube,"Maluma Featuring Bryant Myers, Noriel & Juhn",6.0,6.0,7.0,Cuatro Babys,20.0
2017-01-01,youtube,Rae Sremmurd Featuring Gucci Mane,8.0,3.0,8.0,Black Beatles,10.0
2017-01-01,youtube,Mariah Carey,0.0,4.0,9.0,All I Want For Christmas Is You,16.0
2017-01-01,youtube,Bruno Mars,9.0,8.0,10.0,24K Magic,24.0
2017-01-01,youtube,Carlos Vives & Shakira,12.0,6.0,11.0,La Bicicleta,31.0
2017-01-01,youtube,Calvin Harris Featuring Rihanna,10.0,1.0,12.0,This Is What You Came For,45.0
2017-01-01,youtube,"J Balvin Featuring Pharrell Williams, BIA & Sky",14.0,13.0,13.0,Safari,16.0
2017-01-01,youtube,Charlie Puth Featuring Selena Gomez,13.0,5.0,14.0,We Don't Talk Anymore,56.0
2017-01-01,youtube,Shawn Mendes,11.0,7.0,15.0,Treat You Better,50.0
2017-01-01,youtube,Wham!,0.0,13.0,16.0,Last Christmas,5.0
2017-01-01,youtube,Zion & Lennox Featuring J Balvin,15.0,12.0,17.0,Otra Vez,20.0
2017-01-01,youtube,Clean Bandit Featuring Sean Paul & Anne-Marie,21.0,3.0,18.0,Rockabye,41.0
2017-01-01,youtube,Justin Bieber,16.0,1.0,19.0,Sorry,76.0
2017-01-01,youtube,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,17.0,17.0,20.0,Sin Contrato,30.0
2017-01-01,youtube,DJ Snake Featuring Justin Bieber,19.0,13.0,21.0,Let Me Love You,19.0
2017-01-01,youtube,Wiz Khalifa Featuring Charlie Puth,20.0,1.0,22.0,See You Again,118.0
2017-01-01,youtube,Fifth Harmony Featuring Ty Dolla $ign,18.0,1.0,23.0,Work From Home,46.0
2017-01-01,youtube,"A. R. Rahmanm, Badshah, Taniskh Bagchi, Shashaa Tirupati & Jubin Nautyal",0.0,24.0,24.0,The Humma Song,1.0
2017-01-01,youtube,Chino & Nacho Featuring Daddy Yankee,25.0,6.0,25.0,Andas En Mi Cabeza,36.0
2017-01-08,youtube,Shakira Featuring Maluma,1.0,1.0,1.0,Chantaje,44.0
2017-01-08,youtube,Ariana Grande Featuring Nicki Minaj,4.0,2.0,2.0,Side To Side,23.0
2017-01-08,youtube,The Chainsmokers Featuring Halsey,2.0,1.0,3.0,Closer,45.0
2017-01-08,youtube,The Weeknd Featuring Daft Punk,3.0,3.0,4.0,Starboy,35.0
2017-01-08,youtube,Daddy Yankee,5.0,2.0,5.0,Shaky Shaky,30.0
2017-01-08,youtube,Ricky Martin Featuring Maluma,6.0,5.0,6.0,Vente Pa' Ca,41.0
2017-01-08,youtube,Rae Sremmurd Featuring Gucci Mane,8.0,3.0,7.0,Black Beatles,10.0
2017-01-08,youtube,Bruno Mars,10.0,8.0,8.0,24K Magic,24.0
2017-01-08,youtube,"Maluma Featuring Bryant Myers, Noriel & Juhn",7.0,6.0,9.0,Cuatro Babys,20.0
2017-01-08,youtube,Calvin Harris Featuring Rihanna,12.0,1.0,10.0,This Is What You Came For,45.0
2017-01-08,youtube,Carlos Vives & Shakira,11.0,6.0,11.0,La Bicicleta,31.0
2017-01-08,youtube,MC G15,0.0,5.0,12.0,Deu Onda,5.0
2017-01-08,youtube,"J Balvin Featuring Pharrell Williams, BIA & Sky",13.0,13.0,13.0,Safari,16.0
2017-01-08,youtube,Clean Bandit Featuring Sean Paul & Anne-Marie,18.0,3.0,14.0,Rockabye,41.0
2017-01-08,youtube,Wham!,16.0,13.0,15.0,Last Christmas,5.0
2017-01-08,youtube,Justin Bieber,19.0,1.0,16.0,Sorry,76.0
2017-01-08,youtube,Zion & Lennox Featuring J Balvin,17.0,12.0,17.0,Otra Vez,20.0
2017-01-08,youtube,DJ Snake Featuring Justin Bieber,21.0,13.0,18.0,Let Me Love You,19.0
2017-01-08,youtube,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,20.0,17.0,19.0,Sin Contrato,30.0
2017-01-08,youtube,Fifth Harmony Featuring Ty Dolla $ign,23.0,1.0,20.0,Work From Home,46.0
2017-01-08,youtube,Wiz Khalifa Featuring Charlie Puth,22.0,1.0,21.0,See You Again,118.0
2017-01-08,youtube,Mark Ronson Featuring Bruno Mars,0.0,1.0,22.0,Uptown Funk!,96.0
2017-01-08,youtube,CNCO & Little Mix,0.0,5.0,23.0,Reggaeton Lento (Bailemos),33.0
2017-01-08,youtube,Chino & Nacho Featuring Daddy Yankee,25.0,6.0,24.0,Andas En Mi Cabeza,36.0
2017-01-08,youtube,twenty one pilots,0.0,5.0,25.0,Heathens,21.0
2017-01-15,youtube,Shakira Featuring Maluma,1.0,1.0,1.0,Chantaje,44.0
2017-01-15,youtube,Ariana Grande Featuring Nicki Minaj,2.0,2.0,2.0,Side To Side,23.0
2017-01-15,youtube,The Chainsmokers Featuring Halsey,3.0,1.0,3.0,Closer,45.0
2017-01-15,youtube,The Weeknd Featuring Daft Punk,4.0,3.0,4.0,Starboy,35.0
2017-01-15,youtube,MC G15,12.0,5.0,5.0,Deu Onda,5.0
2017-01-15,youtube,Ricky Martin Featuring Maluma,6.0,5.0,6.0,Vente Pa' Ca,41.0
2017-01-15,youtube,Daddy Yankee,5.0,2.0,7.0,Shaky Shaky,30.0
2017-01-15,youtube,Bruno Mars,8.0,8.0,8.0,24K Magic,24.0
2017-01-15,youtube,Calvin Harris Featuring Rihanna,10.0,1.0,9.0,This Is What You Came For,45.0
2017-01-15,youtube,"Maluma Featuring Bryant Myers, Noriel & Juhn",9.0,6.0,10.0,Cuatro Babys,20.0
2017-01-15,youtube,Clean Bandit Featuring Sean Paul & Anne-Marie,14.0,3.0,11.0,Rockabye,41.0
2017-01-15,youtube,Rae Sremmurd Featuring Gucci Mane,7.0,3.0,12.0,Black Beatles,10.0
2017-01-15,youtube,Carlos Vives & Shakira,11.0,6.0,13.0,La Bicicleta,31.0
2017-01-15,youtube,Charlie Puth Featuring Selena Gomez,0.0,5.0,14.0,We Don't Talk Anymore,56.0
2017-01-15,youtube,Shawn Mendes,0.0,7.0,15.0,Treat You Better,50.0
2017-01-15,youtube,"J Balvin Featuring Pharrell Williams, BIA & Sky",13.0,13.0,16.0,Safari,16.0
2017-01-15,youtube,Justin Bieber,16.0,1.0,17.0,Sorry,76.0
2017-01-15,youtube,Wiz Khalifa Featuring Charlie Puth,21.0,1.0,18.0,See You Again,118.0
2017-01-15,youtube,Zion & Lennox Featuring J Balvin,17.0,12.0,19.0,Otra Vez,20.0
2017-01-15,youtube,CNCO & Little Mix,23.0,5.0,20.0,Reggaeton Lento (Bailemos),33.0
2017-01-15,youtube,Fifth Harmony Featuring Ty Dolla $ign,20.0,1.0,21.0,Work From Home,46.0
2017-01-15,youtube,Mark Ronson Featuring Bruno Mars,22.0,1.0,22.0,Uptown Funk!,96.0
2017-01-15,youtube,DJ Snake Featuring Justin Bieber,18.0,13.0,23.0,Let Me Love You,19.0
2017-01-15,youtube,Maluma Featuring Fifth Harmony Or Don Omar & Wisin,19.0,17.0,24.0,Sin Contrato,30.0
2017-01-15,youtube,Migos Featuring Lil Uzi Vert,0.0,14.0,25.0,Bad And Boujee,11.0
2017-01-22,youtube,Shakira Featuring Maluma,1.0,1.0,1.0,Chantaje,44.0
2017-01-22,youtube,The Chainsmokers Featuring Halsey,3.0,1.0,2.0,Closer,45.0
